0, 0, 0
1, 0.24893534183931976, 1
2, 1.9823662596449783, 2
3, 3.7370977108617645, 3
4, 4.6124753997653665, 4
5, 4.9065112274238905, 5
6, 4.981446092495504, 6
7, 4.996874488848067, 7
8, 4.9995427937340144, 8
9, 4.999940909744652, 9
10, 4.999993160652433, 10
11, 4.999999283297575, 11
12, 4.999999931392274, 12
13, 4.999999993955461, 13
14, 4.999999999506756, 14
15, 4.999999999962517, 15
16, 4.999999999997335, 16
17, 4.9999999999998215, 17
18, 4.999999999999989, 18
19, 4.999999999999999, 19
20, 5, 20
21, 5, 20
22, 5, 20
23, 5, 20
24, 5, 20
25, 5, 20
26, 5, 20
27, 5, 20
28, 5, 20
29, 5, 20
30, 5, 20
31, 5, 20
32, 5, 20
33, 5, 20
34, 5, 20
35, 5, 20
36, 5, 20
0, 0, 0
1, 0.07326255555493688, 1
2, 1.0094197103379647, 2
3, 2.402626798270039, 3
4, 3.8103602664167013, 1
5, 4.746517421199729, 2
6, 6.139724509131804, 3
7, 7.098452510257023, 4
8, 7.973830199160625, 4
9, 8.409930569887695, 5
10, 8.703966397546218, 5
11, 8.853422667602537, 6
12, 8.92835753267415, 6
13, 8.969603300601344, 7
14, 8.985031696953907, 7
15, 8.994576503959347, 8
16, 8.997244808845295, 8
17, 8.999148385896124, 9
18, 8.999546501906762, 9
19, 8.999880238151361, 10
20, 8.999932489059143, 10
21, 8.9999847058526, 11
22, 8.99999208388691, 12
23, 8.999998206532052, 12
24, 8.999999157044693, 13
25, 8.999999805139392, 13
26, 8.999999917677615, 14
27, 8.999999980240801, 14
28, 8.999999992567771, 15
29, 8.999999998119065, 15
30, 8.999999999375355, 16
31, 8.999999999831116, 16
32, 8.999999999950825, 17
33, 8.999999999985643, 17
34, 8.999999999996353, 18
35, 8.99999999999884, 18
36, 8.999999999999744, 19
0, 0, 0
1, 0.04086771438464032, 1
2, 1.237689509749511, 2
3, 4.070414100580236, 3
4, 6.883584228929398, 4
5, 8.678555808025807, 5
6, 9.532738107746297, 6
7, 9.858634583423848, 7
8, 11.081182606295847, 5
9, 12.488916074442509, 5
10, 13.425073229225536, 5
11, 14.818280317157612, 5
12, 15.777008318282832, 5
13, 16.652386007186433, 5
14, 17.50656830690692, 6
15, 17.942668677633993, 6
16, 18.268565153311542, 7
17, 18.562600980970068, 7
18, 18.712057251026387, 7
19, 18.816095220316313, 8
20, 18.891030085387925, 8
21, 18.93227585331512, 8
22, 18.96086544308315, 9
23, 18.976293839435712, 9
24, 18.985838646441152, 9
25, 18.99274030836745, 10
26, 18.995408613253396, 10
27, 18.997312190304225, 10
28, 18.998798424719038, 11
29, 18.999196540729677, 11
30, 18.999530276974276, 11
31, 18.999819227746464, 12
32, 18.999871478654242, 12
33, 18.999923695447702, 12
34, 18.999974906756755, 13
35, 18.99998324695573, 14
36, 18.99999062499004, 14
0, 0, 0
1, 0.3982965469429116, 1
2, 3.171786015431965, 2
3, 5.979356337378823, 3
4, 7.379960639624586, 4
5, 7.8504179638782245, 5
6, 10.055370244361363, 2
7, 12.862940566308222, 3
8, 14.65791214540463, 3
9, 16.058516447650394, 4
